ID,join_date,sex,marital_status,birth_year,branch_code,occupation_code,occupation_category_code,P5DA,RIBP,8NN1,7POT,66FJ,GYSR,SOP4,RVSZ,PYUQ,LJR9,N2MW,AHXO,BSTQ,FM3X,K6QO,QBOL,JWFN,JZ9D,J9JW,GHYX,ECY3
HIRCT77,01-06-2019,M,M,1981,748L,UJ5T,T4MS,0,0,0,0,0,0,0,RVSZ,0,0,0,0,0,0,K6QO,0,0,0,0,0,0
80EB2WL,01-07-2016,M,D,1976,XX25,JI64,90QI,0,0,0,0,0,0,0,RVSZ,0,0,0,0,0,0,K6QO,0,0,0,0,0,0
TW35S30,01-05-2017,M,M,1968,30H5,2A7I,T4MS,0,0,0,0,0,0,0,RVSZ,0,0,0,0,0,0,K6QO,0,0,0,0,0,0
HEPNZEE,01-10-2019,M,S,1991,30H5,OPVX,T4MS,0,0,0,0,0,0,0,RVSZ,0,0,0,0,0,0,K6QO,0,0,0,0,0,0
DG6K0AP,01-07-2019,M,M,1993,UAOD,UJ5T,T4MS,0,0,0,0,0,0,0,RVSZ,0,0,0,0,0,0,K6QO,QBOL,0,0,0,0,0
XVOXKXQ,01-10-2011,M,U,1962,748L,6E4H,90QI,0,RIBP,0,0,0,0,0,RVSZ,PYUQ,0,0,0,0,0,0,0,0,0,0,0,0
QDKNCSQ,01-01-2019,M,M,1968,30H5,VREH,T4MS,0,0,0,0,0,0,0,0,PYUQ,0,0,0,0,0,0,QBOL,0,0,0,0,0
Z93WM8M,01-11-2017,M,M,1968,O67J,F35Z,56SI,0,0,0,0,0,0,0,RVSZ,0,0,0,0,0,0,K6QO,0,0,0,0,0,0
MOUJH81,01-02-2018,F,S,1974,30H5,0KID,T4MS,0,0,0,0,0,0,0,RVSZ,0,0,0,0,0,0,K6QO,0,0,0,0,0,0
DW0YP7E,01-11-2015,M,S,1991,X23B,2A7I,T4MS,0,0,0,0,0,0,0,RVSZ,0,0,0,0,0,0,0,QBOL,0,0,0,0,0
5AP0GT0,01-02-2017,M,M,1987,748L,2A7I,T4MS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JZ9D,J9JW,0,0
HV8BAEI,01-06-2017,M,M,1991,UAOD,SST3,56SI,0,0,0,0,0,0,0,RVSZ,0,0,0,0,0,0,K6QO,0,0,0,0,0,0
9A7RZGR,01-05-2019,M,M,1976,748L,2A7I,T4MS,0,0,0,0,0,0,0,RVSZ,0,0,0,0,0,0,K6QO,0,0,0,0,0,0
NPNCWKN,01-04-2017,M,M,1960,748L,0KID,T4MS,0,0,0,0,0,0,0,RVSZ,0,0,0,0,0,0,K6QO,0,0,0,0,0,0
YF37YHZ,01-05-2018,M,M,1986,1X1H,SST3,56SI,0,0,0,0,0,0,0,RVSZ,0,0,0,0,0,0,K6QO,0,0,0,0,0,0
WSFFUOA,01-05-2019,M,M,1979,30H5,2A7I,T4MS,0,0,0,0,0,0,0,RVSZ,0,0,0,0,0,0,K6QO,0,0,0,0,0,0
50K8TG9,01-10-2017,M,M,1990,30H5,2A7I,T4MS,0,0,0,0,0,0,0,RVSZ,0,0,0,0,0,0,K6QO,0,0,0,0,0,0
8T04ZJ0,01-08-2013,M,U,1980,748L,0OJM,T4MS,0,0,0,0,66FJ,0,0,RVSZ,0,0,0,0,0,0,0,0,0,0,0,0,0
85A9UTO,01-12-2019,M,M,1970,30H5,5FPK,T4MS,0,0,0,0,0,0,0,RVSZ,0,0,0,0,0,0,K6QO,0,0,0,0,0,0
QQ2KNOE,01-11-2018,M,M,1981,49BM,2A7I,T4MS,0,0,0,0,0,0,0,0,0,0,N2MW,AHXO,0,0,0,0,0,0,0,0,0
PPFF510,01-12-2017,M,M,1978,748L,BP09,56SI,0,0,0,0,0,0,0,RVSZ,0,0,0,0,0,0,K6QO,0,0,0,0,0,0
SNTRKAO,01-05-2018,M,M,1974,1X1H,SST3,56SI,0,0,0,0,0,0,0,RVSZ,0,0,0,0,0,0,K6QO,0,0,0,0,0,0
SBAXZO4,01-09-2017,M,M,1963,94KC,0KID,T4MS,0,0,0,0,0,0,0,RVSZ,0,0,0,0,0,0,K6QO,0,JWFN,0,0,0,0
QRNBRS4,01-11-2019,M,M,1997,UAOD,2A7I,T4MS,0,0,0,0,0,0,0,RVSZ,0,0,0,0,0,0,K6QO,0,0,0,0,0,0
63UBIQ2,01-07-2019,M,M,1998,UAOD,UJ5T,T4MS,0,0,0,0,0,0,0,RVSZ,0,0,0,0,0,0,K6QO,0,0,0,0,0,0
N88JHVM,01-11-2018,F,M,1977,XX25,0KID,T4MS,0,0,0,0,0,0,0,RVSZ,0,0,0,0,0,0,K6QO,0,0,0,0,0,0
XYYB920,01-01-2020,F,M,1973,E5SW,0KID,T4MS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QBOL,0,JZ9D,J9JW,0,0
EPVCOIY,01-10-2019,M,M,1990,94KC,Q57T,90QI,0,0,0,0,0,0,0,RVSZ,0,0,0,0,0,0,K6QO,0,0,0,0,0,0
51P6QGY,01-04-2018,M,M,1992,E5SW,UJ5T,T4MS,0,0,0,0,0,0,0,RVSZ,0,0,0,0,0,0,K6QO,0,0,0,0,0,0
3L2776A,01-05-2019,M,M,1996,94KC,2A7I,T4MS,0,0,0,0,0,0,0,RVSZ,0,0,0,0,0,0,K6QO,0,0,0,0,0,0
XD3GHYM,01-09-2018,F,M,1966,748L,2A7I,T4MS,0,0,0,0,0,0,0,RVSZ,0,0,0,0,0,0,K6QO,QBOL,0,0,0,0,0
GVCK63P,01-09-2018,F,M,1989,E5SW,6PE7,T4MS,0,0,0,0,0,0,0,RVSZ,0,0,0,0,0,0,K6QO,0,0,0,0,0,0
17O0I7K,01-11-2014,M,M,1969,748L,6E4H,90QI,0,0,0,0,0,0,0,0,PYUQ,0,0,0,0,0,0,QBOL,0,0,0,0,0
IWNL0Q8,01-04-2012,M,U,1969,748L,N2ZZ,90QI,0,RIBP,0,0,0,0,0,RVSZ,0,0,0,0,0,0,0,0,0,0,0,0,0
8951TM5,01-07-2020,M,M,1961,9F9T,2A7I,T4MS,0,0,0,0,0,0,0,RVSZ,0,0,0,0,0,0,0,0,0,0,0,0,ECY3
G1QJIMS,01-04-2018,F,M,1979,UAOD,SST3,56SI,0,0,0,0,0,0,0,RVSZ,0,0,0,0,0,0,K6QO,0,0,0,0,0,0
E43A6PF,01-07-2018,M,M,1983,30H5,WMTK,90QI,0,0,0,0,0,0,0,RVSZ,0,0,0,0,0,0,K6QO,0,0,0,0,0,0
VAXBH2P,01-07-2019,M,M,1996,30H5,2A7I,T4MS,0,0,0,0,0,0,0,RVSZ,0,0,0,0,0,0,K6QO,0,0,0,0,0,0
O4KKYAA,01-03-2019,F,S,1971,ZFER,UJ5T,T4MS,0,0,0,0,0,0,0,RVSZ,0,0,0,0,0,0,K6QO,0,0,0,0,0,0
RGC28O0,01-04-2012,F,U,1974,748L,0OJM,T4MS,0,RIBP,0,0,0,0,0,RVSZ,0,0,0,0,0,0,K6QO,0,0,0,0,0,0
0RQP6X3,01-02-2019,M,M,1993,30H5,2A7I,T4MS,0,0,0,0,0,0,0,RVSZ,0,0,0,0,0,0,K6QO,0,0,0,0,0,0
VXT15KT,01-04-2019,M,M,1982,94KC,0KID,T4MS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JZ9D,J9JW,0,0
KX7J78O,01-02-2017,M,S,1993,XX25,BP09,56SI,0,0,0,0,0,0,0,RVSZ,0,0,0,0,0,0,K6QO,0,0,0,0,0,0
SFJDWPW,01-05-2017,M,M,1985,748L,QZYX,90QI,0,0,0,0,0,0,0,RVSZ,0,0,0,0,0,0,K6QO,0,0,0,0,0,0
UCUWX03,01-05-2018,F,M,1970,1X1H,SST3,56SI,0,0,0,0,0,0,0,RVSZ,0,0,0,0,0,0,K6QO,0,0,0,0,0,0
GZLZ6FB,01-12-2019,M,M,1980,748L,LQ0W,T4MS,0,0,0,0,0,0,0,RVSZ,0,0,0,0,0,0,K6QO,0,0,0,0,0,0
ZPYB4QB,01-07-2018,M,S,1988,94KC,UJ5T,T4MS,0,0,0,0,0,0,0,RVSZ,0,0,0,0,0,0,K6QO,0,0,0,0,0,0
HZ9FKOK,01-12-2015,M,M,1977,UAOD,0KID,T4MS,0,0,0,0,0,0,0,0,PYUQ,0,0,0,0,0,0,0,0,JZ9D,J9JW,0,0
G7ADWZR,01-05-2018,F,M,1967,30H5,0KID,T4MS,0,0,0,0,0,0,0,RVSZ,0,0,0,0,0,0,K6QO,0,0,0,0,0,0
RSF6U5I,01-08-2018,F,M,1980,ZFER,0KID,T4MS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QBOL,0,JZ9D,J9JW,0,0
27TKLF1,01-04-2018,F,M,1978,748L,SST3,56SI,0,0,0,0,0,0,0,RVSZ,0,0,0,0,0,0,K6QO,0,0,0,0,0,0
D2XOZ7N,01-11-2017,M,M,1982,94KC,3NHZ,L44T,0,0,0,0,0,0,0,RVSZ,0,0,0,0,0,0,K6QO,0,0,0,0,0,0
CY2GDI4,01-04-2018,F,M,1989,748L,UJ5T,T4MS,0,0,0,0,0,0,0,RVSZ,0,0,0,0,0,0,K6QO,0,0,0,0,0,0
ABS1JB3,01-01-2020,M,M,1996,748L,2A7I,T4MS,0,0,0,0,0,0,0,RVSZ,0,0,0,0,0,0,K6QO,0,0,0,0,0,0
A3UUM6R,01-06-2018,F,M,1958,748L,BPSA,90QI,0,0,0,0,0,0,0,RVSZ,0,0,0,0,0,0,K6QO,0,0,0,0,0,0
T9YNPC4,01-09-2016,M,M,1980,XX25,0KID,T4MS,0,0,0,0,0,0,0,RVSZ,PYUQ,0,0,0,0,0,K6QO,0,0,0,0,0,0
IPON5KP,01-05-2017,M,M,1990,748L,UJ5T,T4MS,0,0,0,0,0,0,0,RVSZ,0,0,0,0,0,0,K6QO,0,0,0,0,0,0
0N9TCD3,01-10-2017,M,M,1988,ZFER,7UDQ,T4MS,0,0,0,0,0,0,0,RVSZ,0,0,0,0,0,0,K6QO,0,0,0,0,0,0
F3PBXYW,01-12-2016,M,M,1981,UAOD,6E4H,90QI,0,0,0,7POT,0,0,0,0,0,0,0,0,0,0,0,QBOL,0,0,0,0,0
X30Z7YD,01-10-2017,M,M,1974,O67J,U37O,90QI,0,0,0,0,0,0,0,RVSZ,0,0,0,0,0,0,K6QO,0,0,0,0,0,0
6TJOGUR,01-04-2019,F,M,1964,1X1H,SST3,56SI,0,0,0,0,0,0,0,RVSZ,0,0,0,0,0,0,K6QO,0,0,0,0,0,0
NGRJDCX,01-09-2016,F,S,1968,UAOD,UC7E,T4MS,0,0,0,0,0,0,0,0,0,0,N2MW,AHXO,0,0,0,QBOL,0,0,0,0,0
0Q0ZAXR,01-12-2017,M,M,1996,30H5,OPVX,T4MS,0,0,0,0,0,0,0,RVSZ,0,0,0,0,0,0,K6QO,0,0,0,0,0,0
LUGH66K,01-02-2020,M,U,1970,748L,0OJM,T4MS,0,0,0,0,0,0,SOP4,RVSZ,0,0,0,0,0,0,0,0,0,0,0,0,0
985ZE9A,01-06-2018,F,M,1982,748L,SST3,56SI,0,0,0,0,0,0,0,RVSZ,0,0,0,0,0,0,K6QO,0,0,0,0,0,0
6KJXDBR,01-08-2018,M,M,1988,748L,FSWO,90QI,0,0,0,0,0,0,0,RVSZ,0,0,0,0,0,0,K6QO,0,0,0,0,0,0
ZTE7F1K,01-12-2016,M,M,1969,748L,2A7I,T4MS,0,0,0,0,0,0,0,RVSZ,0,0,0,0,0,0,K6QO,QBOL,0,0,0,0,0
Z7I0915,01-03-2020,M,M,1978,94KC,2A7I,T4MS,0,0,0,0,0,0,0,RVSZ,0,0,0,0,0,0,0,0,0,0,0,0,ECY3
DT677H2,01-02-2018,M,M,1969,94KC,5FPK,T4MS,0,0,0,0,0,0,0,RVSZ,0,0,0,0,0,0,K6QO,QBOL,0,0,0,0,0
UAZOP6W,01-04-2018,M,M,1987,748L,2A7I,T4MS,0,0,0,0,0,0,0,RVSZ,0,0,0,0,0,0,K6QO,0,0,0,0,0,0
M3OM93R,01-04-2018,M,M,1982,748L,2A7I,T4MS,0,0,0,0,0,0,0,RVSZ,0,0,0,0,0,0,K6QO,0,0,0,0,0,0
5TKNG17,01-03-2012,M,U,1980,748L,0OJM,T4MS,0,RIBP,0,0,0,0,0,0,0,0,0,0,0,0,0,QBOL,0,0,0,0,0
6MQP0AJ,01-09-2018,M,M,1982,E5SW,0KID,T4MS,0,0,0,0,0,0,0,RVSZ,0,0,0,0,0,0,K6QO,0,0,0,0,0,0
24V1EV6,01-04-2019,M,M,1999,94KC,UJ5T,T4MS,0,0,0,0,0,0,0,RVSZ,0,0,0,0,0,0,K6QO,0,0,0,0,0,0
FRVIIS1,01-08-2018,F,M,1967,30H5,0KID,T4MS,0,0,0,0,0,0,0,0,0,0,0,AHXO,0,0,0,QBOL,0,0,0,0,0
OKFAD5R,01-01-2019,M,M,1978,748L,2A7I,T4MS,0,0,0,0,0,0,0,RVSZ,0,0,0,0,0,0,K6QO,0,0,0,0,0,0
EDHOC4F,01-10-2015,F,M,1973,E5SW,K0DL,T4MS,P5DA,0,0,0,0,0,0,0,PYUQ,0,0,0,0,0,0,0,0,0,0,0,0
JIODESW,01-05-2019,F,S,1989,XX25,0KID,T4MS,0,0,0,0,0,0,0,RVSZ,0,0,0,0,0,0,K6QO,0,0,0,0,GHYX,0
2C1EMXP,01-05-2018,M,M,1982,1X1H,SST3,56SI,0,0,0,0,0,0,0,RVSZ,0,0,0,0,0,0,K6QO,0,0,0,0,0,0
NBMELGV,01-05-2018,M,M,1992,XX25,SST3,56SI,0,0,0,0,0,0,0,RVSZ,0,0,0,0,0,0,K6QO,0,0,0,0,0,0
S5XR3GK,01-06-2017,M,D,1966,XX25,RUFT,T4MS,0,0,0,0,0,0,0,RVSZ,0,0,0,0,0,0,K6QO,QBOL,0,0,0,0,0
GXR7SAW,01-12-2019,F,M,1980,748L,BPSA,90QI,0,0,0,0,0,0,0,RVSZ,0,0,0,0,0,0,K6QO,0,0,0,0,0,0
7X1R7U3,01-03-2018,M,M,1961,748L,2A7I,T4MS,0,0,0,0,0,0,0,RVSZ,0,0,0,0,0,0,K6QO,QBOL,0,0,0,0,0
MY7YTU2,01-06-2018,M,M,1976,UAOD,SST3,56SI,0,0,0,0,0,0,0,RVSZ,0,0,0,0,0,0,K6QO,0,0,0,0,0,0
AOH90O6,01-04-2019,F,S,1980,UAOD,2A7I,T4MS,0,0,0,0,0,0,0,RVSZ,0,0,0,0,0,0,K6QO,0,0,0,0,0,0
VKND479,01-12-2017,M,M,1980,UAOD,0KID,T4MS,0,0,0,0,0,0,0,RVSZ,0,0,0,0,0,0,K6QO,0,0,0,0,0,0
53ASX0H,01-06-2017,M,M,1980,94KC,2A7I,T4MS,0,0,0,0,0,0,0,RVSZ,0,0,0,0,0,0,K6QO,0,0,0,0,0,0
36VTD83,01-08-2014,F,M,1961,49BM,1NFK,T4MS,0,0,0,0,0,0,0,0,0,0,N2MW,0,0,0,0,QBOL,0,0,0,0,0
TFTXKKX,01-12-2016,M,M,1970,ZFER,FSXG,90QI,0,0,0,0,0,0,0,RVSZ,0,0,0,0,0,0,K6QO,QBOL,0,0,0,0,0
NF3Y24H,01-03-2020,M,M,1959,49BM,2A7I,T4MS,0,0,0,0,0,0,0,0,0,0,N2MW,AHXO,0,0,0,0,0,0,0,0,0
AXMAMPK,01-08-2017,M,M,1987,E5SW,SS6D,L44T,0,0,0,0,0,0,0,RVSZ,0,0,0,0,0,0,K6QO,QBOL,0,0,0,0,0
K2ZRKW1,01-12-2019,F,M,1986,748L,2A7I,T4MS,0,0,0,0,0,0,0,RVSZ,0,0,0,0,0,0,K6QO,0,0,0,0,0,0
40WEXP4,01-07-2018,M,M,1984,748L,2A7I,T4MS,0,0,0,0,0,0,0,RVSZ,0,0,0,0,0,0,K6QO,0,0,0,0,0,0
HYCOILZ,01-10-2019,M,M,1989,1X1H,UJ5T,T4MS,0,0,0,0,0,0,0,RVSZ,0,0,0,0,0,0,K6QO,0,0,0,0,0,0
4HZSTER,01-06-2018,M,U,1986,ZFER,0OJM,T4MS,0,RIBP,0,0,0,0,0,0,0,0,0,0,0,0,0,QBOL,0,0,0,0,0
VAHEDHD,01-05-2019,M,M,1988,1X1H,J9SY,90QI,0,0,0,0,0,0,0,RVSZ,0,0,0,0,0,0,K6QO,0,0,0,0,0,0
EOKL23Z,01-07-2017,M,M,1968,30H5,9HD1,56SI,0,0,0,0,0,0,0,RVSZ,0,0,0,0,0,0,K6QO,0,0,0,0,0,0
CF2Y8VW,01-04-2020,F,M,1965,94KC,UJ5T,T4MS,0,0,0,0,0,0,0,RVSZ,0,0,0,0,0,0,K6QO,0,0,0,0,0,0
26BKLXT,01-05-2018,M,M,1993,UAOD,SST3,56SI,0,0,0,0,0,0,0,RVSZ,0,0,0,0,0,0,K6QO,0,0,0,0,0,0
WVNW07Z,01-07-2020,M,U,1990,748L,QZYX,90QI,0,0,0,0,0,0,SOP4,0,0,0,0,0,0,0,0,0,0,0,0,0,ECY3
X2XD2BJ,01-10-2017,M,M,1987,30H5,2A7I,T4MS,0,0,0,0,0,0,0,RVSZ,0,0,0,0,0,0,K6QO,0,0,0,0,0,0
4Y3XYKN,01-07-2017,F,S,1981,XX25,0KID,T4MS,0,0,0,0,0,0,0,RVSZ,0,0,0,0,0,0,K6QO,0,0,0,0,0,0
S2AKFX6,01-06-2018,M,M,1986,30H5,2A7I,T4MS,0,0,0,0,0,0,0,RVSZ,0,0,0,0,0,0,K6QO,0,0,0,0,0,0
XGGE566,01-10-2017,M,M,1988,X23B,UJ5T,T4MS,0,0,0,0,0,0,0,RVSZ,0,0,0,0,0,0,K6QO,0,0,0,0,0,0
LC61Y7D,01-05-2018,F,M,1964,1X1H,SST3,56SI,0,0,0,0,0,0,0,RVSZ,0,0,0,0,0,0,K6QO,0,0,0,0,0,0
WHPWR1V,01-07-2019,M,M,1981,30H5,2A7I,T4MS,0,0,0,0,0,0,0,RVSZ,0,0,0,0,0,0,K6QO,0,0,0,0,0,0
WZRN2Y5,01-09-2017,M,M,1973,30H5,2A7I,T4MS,0,0,0,0,0,0,0,RVSZ,0,0,0,0,0,0,K6QO,0,0,0,0,0,0
D4Y553R,01-10-2019,F,M,1990,UAOD,0KID,T4MS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JZ9D,J9JW,0,0
77D01PO,01-06-2019,F,S,1974,9F9T,SST3,56SI,0,0,0,0,0,0,0,RVSZ,0,0,0,0,0,0,K6QO,0,0,0,0,0,0
CE6CVRC,01-05-2017,F,M,1980,748L,6E4H,90QI,0,0,0,0,0,0,0,RVSZ,PYUQ,0,0,0,0,0,K6QO,0,0,0,0,0,0
CSH2SGW,01-12-2010,M,M,1969,748L,BP09,56SI,0,0,8NN1,7POT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3CDYTR,01-09-2017,M,M,1977,30H5,0KID,T4MS,0,0,0,0,0,0,0,RVSZ,0,0,0,0,0,0,K6QO,0,0,0,0,0,0
S7CF06W,01-06-2019,F,S,1996,1X1H,7UDQ,T4MS,0,0,0,0,0,0,0,RVSZ,0,0,0,0,0,0,K6QO,0,0,0,0,0,0
OSQYQ6W,01-05-2019,F,M,1972,30H5,2A7I,T4MS,0,0,0,0,0,0,0,RVSZ,0,0,0,0,0,0,K6QO,0,0,0,0,0,0
Q78EP87,01-12-2019,M,M,1962,9F9T,U37O,90QI,0,0,0,0,0,0,0,RVSZ,0,0,0,0,0,0,0,0,0,0,0,0,ECY3
SNTQJ6J,01-01-2014,F,M,1985,748L,QZYX,90QI,0,0,0,7POT,0,0,0,RVSZ,0,0,0,0,0,0,0,0,0,0,0,0,0
Z82FRG6,01-08-2019,M,M,1997,E5SW,3NHZ,L44T,0,0,0,0,0,0,0,RVSZ,0,0,0,0,0,0,K6QO,0,0,0,0,0,0
5114S81,01-09-2019,F,M,1984,30H5,0KID,T4MS,0,0,0,0,0,0,0,RVSZ,0,0,0,0,0,0,K6QO,0,0,0,0,0,0
P89OFHL,01-01-2020,M,U,1963,30H5,0OJM,T4MS,0,RIBP,0,0,0,0,0,RVSZ,0,0,0,0,0,0,0,0,0,0,0,0,0
Z9BSTWD,01-02-2015,M,M,1988,E5SW,J9SY,90QI,0,0,0,0,0,0,0,RVSZ,PYUQ,0,0,0,0,0,0,0,0,0,0,0,0
9Y1PJG4,01-08-2019,M,M,1995,30H5,BPSA,90QI,0,0,0,0,0,0,0,RVSZ,0,0,0,0,0,0,K6QO,0,0,0,0,0,0
CMD2E7S,01-04-2017,M,M,1967,ZFER,5FPK,T4MS,0,0,0,0,0,0,SOP4,0,0,0,0,0,0,0,0,QBOL,0,0,0,0,0
LNBG7EQ,01-06-2014,M,M,1957,E5SW,U9RX,L44T,0,0,0,0,0,0,0,0,PYUQ,0,0,0,0,0,0,QBOL,0,0,0,0,0
Y4RDKFL,01-12-2019,F,S,1995,30H5,JI64,90QI,0,0,0,0,0,0,0,RVSZ,0,0,0,0,0,0,K6QO,0,0,0,0,0,0
WA55D8I,01-04-2017,M,M,1983,UAOD,J9SY,90QI,0,0,0,0,0,0,0,RVSZ,0,0,0,0,0,0,K6QO,0,0,0,0,0,0
63HFLPY,01-07-2020,M,M,1967,748L,N2ZZ,90QI,0,0,0,0,0,0,0,0,PYUQ,0,0,0,0,0,0,0,0,JZ9D,J9JW,0,0
M8UT339,01-05-2018,M,M,1971,XX25,2US6,T4MS,0,0,0,0,0,0,0,RVSZ,0,0,0,0,0,0,K6QO,0,0,0,0,0,0
X9H16RD,01-12-2018,M,M,1979,748L,RUFT,T4MS,0,0,0,0,0,0,0,RVSZ,0,0,0,0,0,0,K6QO,0,0,0,0,0,0
KDNWWMF,01-04-2018,M,M,1984,UAOD,SST3,56SI,0,0,0,0,0,0,0,RVSZ,0,0,0,0,0,0,K6QO,0,0,0,0,0,0
G98D0CU,01-09-2017,F,M,1961,E5SW,0KID,T4MS,0,0,0,0,0,0,0,RVSZ,0,0,0,0,0,0,K6QO,QBOL,0,0,0,0,0
PWZ26IC,01-12-2016,F,S,1983,E5SW,OPVX,T4MS,0,0,0,0,0,0,0,RVSZ,0,0,0,0,0,0,K6QO,0,0,0,0,0,0
4PC4LVJ,01-10-2019,M,M,1994,94KC,SST3,56SI,0,0,0,0,0,0,0,RVSZ,0,0,0,0,0,0,0,QBOL,0,0,0,0,0
ZIKQ4E9,01-10-2014,F,M,1990,94KC,0KID,T4MS,0,0,0,0,0,0,0,RVSZ,PYUQ,0,0,0,0,0,0,0,0,0,0,0,0
HK13265,01-01-2019,M,M,1989,XX25,2A7I,T4MS,0,0,0,0,0,0,0,RVSZ,0,0,0,0,0,0,K6QO,0,0,0,0,0,0
X9TAGJ5,01-11-2019,M,M,1969,E5SW,2A7I,T4MS,0,0,0,0,0,0,0,RVSZ,0,0,0,0,0,0,K6QO,0,0,0,0,0,0
8RZ9TSH,01-09-2013,F,M,1988,94KC,0KID,T4MS,0,0,0,0,0,0,0,RVSZ,PYUQ,0,0,0,0,0,K6QO,0,0,0,0,0,0
3XK3OOP,01-10-2019,M,M,1986,30H5,0KID,T4MS,0,0,0,0,0,0,0,RVSZ,0,0,0,0,0,0,K6QO,0,0,0,0,0,0
RFFP9NK,01-01-2019,M,M,1979,748L,2A7I,T4MS,0,0,0,0,0,0,0,0,PYUQ,0,0,0,0,0,0,QBOL,0,0,0,0,0
SKGQCRK,01-02-2014,F,S,1984,E5SW,RY9B,90QI,0,0,0,0,0,0,0,0,PYUQ,0,0,0,0,0,0,QBOL,0,0,0,0,0
89NFH4D,01-12-2018,M,M,1999,30H5,2A7I,T4MS,0,0,0,0,0,0,0,RVSZ,0,0,0,0,0,0,K6QO,0,0,0,0,0,0
CZTLA3C,01-08-2019,M,M,1995,1X1H,OPVX,T4MS,0,0,0,0,0,0,0,RVSZ,0,0,0,0,0,0,K6QO,0,0,0,0,0,0
Q6KAB77,01-09-2018,M,M,1977,30H5,K5LB,56SI,0,0,0,0,0,0,0,RVSZ,0,0,0,0,0,0,K6QO,0,0,0,0,0,0
RLBGNA1,01-05-2019,M,S,1998,UAOD,UJ5T,T4MS,0,0,0,0,0,0,0,RVSZ,0,0,0,0,0,0,K6QO,0,0,0,0,0,0
4HDCIY1,01-02-2017,M,S,1986,748L,6PE7,T4MS,0,0,0,0,0,0,0,RVSZ,0,0,0,0,0,0,K6QO,0,0,0,0,0,0
B0FD052,01-05-2018,F,M,1963,UAOD,2A7I,T4MS,0,0,0,0,0,0,0,RVSZ,0,0,0,0,0,0,K6QO,0,0,0,0,0,0
WINW76K,01-11-2017,M,M,1987,O67J,0KID,T4MS,0,0,0,0,0,0,0,RVSZ,0,0,0,0,0,0,K6QO,0,0,0,0,0,0
SZIOVL4,01-02-2019,F,U,1996,XX25,0OJM,T4MS,0,0,0,0,0,0,0,RVSZ,0,0,0,0,0,0,K6QO,0,0,0,0,0,0
A4HAVZL,01-03-2018,F,M,1981,94KC,PMAI,T4MS,0,0,0,0,0,0,0,RVSZ,0,0,0,0,0,0,K6QO,0,0,0,0,0,0
SVC5GAX,01-10-2012,M,U,1983,748L,0OJM,T4MS,0,RIBP,0,0,0,0,0,RVSZ,0,0,0,0,0,0,0,0,0,0,0,0,0
U3RF6G7,01-07-2014,F,U,1974,748L,0OJM,T4MS,0,RIBP,0,0,0,0,0,0,PYUQ,0,0,0,0,0,0,0,0,0,0,0,0
Z0SYN5J,01-02-2019,M,M,1984,94KC,UJ5T,T4MS,0,0,0,0,0,0,0,RVSZ,0,0,0,0,0,0,K6QO,0,0,0,0,0,0
FXWL729,01-07-2018,M,M,1974,94KC,UJ5T,T4MS,0,0,0,0,0,0,0,RVSZ,0,0,0,0,0,0,K6QO,0,0,0,0,0,0
NC141ET,01-10-2019,M,M,1999,30H5,UJ5T,T4MS,0,0,0,0,0,0,0,RVSZ,0,0,0,0,0,0,K6QO,0,0,0,0,0,0
DDACXQK,01-03-2019,M,M,1970,94KC,2A7I,T4MS,0,0,0,0,0,0,0,RVSZ,0,0,0,0,0,0,K6QO,0,0,0,0,0,0
I80S441,01-09-2016,F,M,1988,XX25,2A7I,T4MS,0,0,0,0,0,0,0,RVSZ,0,0,0,0,0,0,K6QO,0,0,0,0,0,0
DN6T8L5,01-07-2017,F,M,1997,UAOD,I31I,T4MS,0,0,0,0,0,0,0,RVSZ,0,0,0,0,0,0,K6QO,0,0,0,0,0,0
HBVQLMW,01-07-2018,M,M,1973,94KC,UJ5T,T4MS,0,0,0,0,0,0,0,RVSZ,0,0,0,0,0,0,K6QO,0,0,0,0,0,0
E6FBGXZ,01-04-2019,M,M,1974,O67J,2A7I,T4MS,0,0,0,0,0,0,0,RVSZ,0,0,0,0,0,0,K6QO,QBOL,0,0,0,0,0
RN8OITZ,01-04-2018,F,M,1965,748L,SST3,56SI,0,0,0,0,0,0,0,RVSZ,0,0,0,0,0,0,K6QO,0,0,0,0,0,0
XDJMDD8,01-01-2018,M,M,1974,94KC,WE7U,T4MS,0,0,0,0,0,0,0,RVSZ,0,0,0,0,0,0,K6QO,0,0,0,0,0,0
SGWHQYY,01-08-2015,M,M,1973,94KC,0KID,T4MS,0,0,0,0,0,0,0,RVSZ,0,0,0,0,0,0,0,QBOL,0,0,0,0,0
8WW9V4Z,01-05-2013,M,S,1991,UAOD,0KID,T4MS,0,0,0,7POT,0,0,SOP4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JA0XEKF,01-10-2019,M,S,1993,30H5,UJ5T,T4MS,0,0,0,0,0,0,0,RVSZ,0,0,0,0,0,0,K6QO,0,0,0,0,0,0
